measure,pattern,diff_during_pre,se_during_pre,p_during_pre,diff_after_pre,se_after_pre,p_after_pre,diff_after_during,se_after_during,p_after_during,diff_during_after,se_during_after,p_during_after,mean_pre,n_pre,mean_during,n_during,mean_after,n_after
lack,No change,-0.014257175716856812,0.022664517965516436,0.2646966058814605,0.006634975610026254,0.023205402050659116,0.3874844679795241,0.020892151326883067,0.02018585967002269,0.15040541034569388,-0.020892151326883067,0.02018585967002269,0.15040541034569388,0.13935271701365906,446,0.12843671509381466,731,0.14891187966223274,653
fulfill,No change,0.00416195319631058,0.03810766314484933,0.4565217207581411,0.04288728453900392,0.03895904138827902,0.1355578156155838,0.03872533134269334,0.03415074591038092,0.12848157242058256,-0.03872533134269334,0.03415074591038092,0.12848157242058256,0.1159514415824252,446,0.12011317540608037,731,0.1588386890593989,653
fatigue,Other/mixed,0.007965143292360302,0.014731639652522204,0.29439609283204937,0.04576811327313092,0.015061664353064995,0.001204787819479812,0.037802969980770616,0.013201708990371777,0.002118910749088508,-0.037802969980770616,0.013201708990371777,0.002118910749088508,0.02201953886971504,446,0.029984679278854773,731,0.06778764831662762,653
reward,No change,0.05321402926896176,0.047949872169118696,0.13361895427381398,0.05067973972655601,0.04928849511201384,0.1519896871007152,-0.0025342895424057474,0.04243962572534364,0.4761945093768842,0.0025342895424057474,0.04243962572534364,0.4761945093768842,0.11397055100111234,446,0.15785551430196162,731,0.1524176451792357,653
risk,Other/mixed,0.01041682569458362,0.045581222633606665,0.40962863660307264,0.07022650319063646,0.04662681787883025,0.06610208672475906,0.05980967749605284,0.040800170598623994,0.07142144377058832,-0.05980967749605284,0.040800170598623994,0.07142144377058832,0.22281104372575658,446,0.23271561271621907,731,0.29209931566641867,653
curiosity,No change,-0.002355015480590417,0.04584116731595658,0.4795168081600413,-0.02432689028291232,0.04692650450299808,0.3021195802705553,-0.021971874802321902,0.04093357178491653,0.29574625119596065,0.021971874802321902,0.04093357178491653,0.29574625119596065,0.4538957505281074,446,0.4528790740072342,731,0.43173746363137616,653
allure,Mid/After > Pre,0.42901368102581244,0.17366540143433046,0.00679447445479347,0.4325123794533998,0.17776217082850013,0.0075328541708183224,0.0034986984275873767,0.15488437372028432,0.4909902531002531,-0.0034986984275873767,0.15488437372028432,0.4909902531002531,7.031879432680003,446,7.479509526919349,731,7.465199189256584,653
Perception,Mid/After > Pre,0.7078383044489821,0.19428892338740322,0.00013837866487012056,0.2971717632592682,0.19908475874712347,0.06784554713684146,-0.4106665411897139,0.17293742540101492,0.008834079076744874,0.4106665411897139,0.17293742540101492,0.008834079076744874,8.076316270801623,446,8.79638215152779,731,8.377401547085796,653
attention,Other/mixed,0.028968413887055802,0.051998923750684774,0.2887648984350134,0.0735672676667258,0.05327121868980081,0.08372475004401883,0.04459885377967,0.04639650895142933,0.16827570502070088,-0.04459885377967,0.04639650895142933,0.16827570502070088,0.554157037376631,446,0.5856789505249265,731,0.6340579002332495,653
motion,Mid/After > Pre,0.22127486891757325,0.08152905103569809,0.0033544250618540044,0.14128236810292297,0.08343392129002525,0.045280194865069234,-0.07999250081465029,0.07280128918536011,0.13600470436643697,0.07999250081465029,0.07280128918536011,0.13600470436643697,1.1500439259959931,446,1.37503295388166,731,1.2946696949279626,653
space,Other/mixed,0.43258319456808225,0.14978584335625703,0.0019612455147452884,0.026790669243228652,0.1535043022559075,0.43073526412957175,-0.4057925253248536,0.13327341323878797,0.0011807546557385264,0.4057925253248536,0.13327341323878797,0.0011807546557385264,5.046487227385285,446,5.492330332512899,731,5.0714003164579,653
visual,No change,-0.04861173593079469,0.08122393702442157,0.2747935193799714,0.006844431027909797,0.08305002942169327,0.4671635245651133,0.055456166958704485,0.07264093382674185,0.22265319615935597,-0.055456166958704485,0.07264093382674185,0.22265319615935597,1.1000806708131095,446,1.0485056894207094,731,1.1052825163503317,653
auditory,No change,-0.004638220211015509,0.029325321412962718,0.4371723894171079,-0.010067163736726042,0.030064095723044703,0.36888581475404086,-0.005428943525710533,0.026081344763586096,0.4175658537281608,0.005428943525710533,0.026081344763586096,0.4175658537281608,0.3227661446162278,446,0.31452546046035557,731,0.3078418620116441,653
feeling,Mid/After > Pre,0.1001740682315907,0.04212009766292768,0.008747567499754604,0.0785001521517301,0.04307067607272364,0.034264501325670424,-0.021673916079860592,0.03764226076871892,0.28241511183191825,0.021673916079860592,0.03764226076871892,0.28241511183191825,0.3976648523002175,446,0.49996896566431276,731,0.4769513307482417,653
time,No change,0.13498198923892152,0.11905040190777483,0.1285089428357925,0.07425837848421848,0.12191589862163976,0.271268561557916,-0.060723610754703033,0.10611685094705879,0.28361711878219803,0.060723610754703033,0.10611685094705879,0.28361711878219803,3.9911521295434595,446,4.13707701158784,731,4.076381047063142,653
focuspast,Other/mixed,0.07470910131384066,0.1276803482835845,0.27926760131720707,0.20775139035799142,0.13082252636510322,0.05622517540657098,0.13304228904415077,0.11368886769414686,0.12103023125237333,-0.13304228904415077,0.11368886769414686,0.12103023125237333,3.2788232119819094,446,3.3600475078941674,731,3.4931914132159188,653
focuspresent,Other/mixed,0.42288919363764244,0.13245297585958735,0.0007166159190146906,0.06042924467553842,0.13566852021928158,0.3280351222243316,-0.36245994896210404,0.1181443630809592,0.0010935223088644592,0.36245994896210404,0.1181443630809592,0.0010935223088644592,5.284243163496478,446,5.714995480350011,731,5.335349176371041,653
focusfuture,Other/mixed,0.11729562436092285,0.07605257825747001,0.061587369712083596,-0.09975789245361297,0.07775933842759288,0.09984393254989543,-0.21705351681453583,0.06797293366471112,0.0007154204583842405,0.21705351681453583,0.06797293366471112,0.0007154204583842405,1.3305368554059904,446,1.4528101278283405,731,1.2320595406669193,653
Conversation,Other/mixed,-0.32485711656476207,0.2181442061253666,0.06830560376081389,0.009558084346087795,0.22347094695648553,0.4829443624584416,0.33441520091084986,0.19431507464047326,0.04271054956904639,-0.33441520091084986,0.19431507464047326,0.04271054956904639,2.283191849003523,446,1.9478968273476953,731,2.2917609130221033,653
netspeak,Other/mixed,-0.20446717437526804,0.1803686959182701,0.12855413014133774,0.1767265490012756,0.18481089670774306,0.16953468531205662,0.38119372337654367,0.16060172149248586,0.008860819515818514,-0.38119372337654367,0.16060172149248586,0.008860819515818514,1.5131334187884684,446,1.3070899921142032,731,1.692014863687638,653
assent,No change,-0.13012657420610985,0.1620750810095171,0.21107473972864615,-0.03437098889376354,0.16577774880986765,0.41788694727348874,0.0957555853123463,0.14505877682797305,0.2546313765710917,-0.0957555853123463,0.14505877682797305,0.2546313765710917,0.6210805510698172,446,0.4925908898502077,731,0.5889228635961058,653
nonflu,No change,-0.014610949612373119,0.03734131420467863,0.3478175558470793,-0.004043083336813439,0.03820224593752178,0.4578629758664349,0.01056786627555968,0.03338323040120327,0.3758060225151581,-0.01056786627555968,0.03338323040120327,0.3758060225151581,0.17200955925162215,446,0.15645178127340817,731,0.16772278920247236,653
filler,Other/mixed,0.010053120885315278,0.030825547926065892,0.37218186025472344,0.04188571666388131,0.03152671083689532,0.09207645911301969,0.03183259577856603,0.027576749667192143,0.12425848144510027,-0.03183259577856603,0.027576749667192143,0.12425848144510027,0.09826128888374944,446,0.1090112963810102,731,0.14077261928685844,653
AllPunc,Other/mixed,-2.038007882176199,0.7872253904729644,0.00485307257749613,-1.7068247333593818,0.8080176027021604,0.017395441467896545,0.3311831488168173,0.6989447300107041,0.3178377723011252,-0.3311831488168173,0.6989447300107041,0.3178377723011252,26.889910650036825,446,24.82304862121445,731,25.31859536457043,653
Period,Other/mixed,-0.45860679878377825,0.2434517265897594,0.02987746117369644,-0.3859016066601796,0.25038113828900904,0.06171374840649329,0.07270519212359866,0.21541707393756046,0.36788601587676273,-0.07270519212359866,0.21541707393756046,0.36788601587676273,5.825699482244647,446,5.522837762556249,731,5.662264625030955,653
Comma,Other/mixed,-0.10255989947492047,0.10701370156942652,0.1689987356963481,-0.3110365676923312,0.1098407623642174,0.0023403972609347596,-0.2084766682174107,0.0949244582265317,0.01410010466320709,0.2084766682174107,0.0949244582265317,0.01410010466320709,3.026951048398191,446,2.916332921185619,731,2.707099778739628,653
QMark,Other/mixed,-0.1817370003409198,0.09606912997246944,0.029342389695545503,-0.19631288698259614,0.09846570275507088,0.023165637989180844,-0.014575886641676333,0.08546895007434331,0.432302126633792,0.014575886641676333,0.08546895007434331,0.432302126633792,1.607675821082115,446,1.4218697297876108,731,1.409791799669328,653
Exclam,Other/mixed,0.06883201953859547,0.36924786724143605,0.42607141615130695,0.664618739993438,0.37892056077067615,0.03980087192383375,0.5957867204548426,0.3276628193591828,0.03459158902413822,-0.5957867204548426,0.3276628193591828,0.03459158902413822,3.424984460408414,446,3.5059974288943496,731,4.1016746062165765,653
Apostro,No change,0.08544307366007195,0.13497298596110052,0.26339391924998645,0.0774096394466683,0.1383102853624248,0.28788282412642474,-0.008033434213403648,0.12014325406726833,0.4733480623791763,0.008033434213403648,0.12014325406726833,0.4733480623791763,3.074622780802344,446,3.167943847765465,731,3.151456947971553,653
OtherP,Other/mixed,-1.4695372677069767,0.6940681409837743,0.017185401623307346,-1.6322897548785404,0.7125846044996157,0.011048227983501137,-0.16275248717156376,0.615319033987482,0.39571187215857895,0.16275248717156376,0.615319033987482,0.39571187215857895,9.930105308159659,446,8.288071724280488,731,8.286593102722371,653
Emoji,Mid/After > Pre,0.25974053922713164,0.17292216559476076,0.06662641176282315,0.45272027833562645,0.17789643372278074,0.005506999853098617,0.1929797391084948,0.1529155344588925,0.10355453965752404,-0.1929797391084948,0.1529155344588925,0.10355453965752404,0.17765481827638027,446,0.525270088415022,731,0.7283312677018567,653
